item,itemLabel,website,websiteLabel
http://www.wikidata.org/entity/Q197802,Q197802,http://www.zhongde-ag.de/,http://www.zhongde-ag.de/
http://www.wikidata.org/entity/Q207983,Monsanto,https://monsanto.com/,https://monsanto.com/
http://www.wikidata.org/entity/Q212322,GlaxoSmithKline,https://www.gsk.com/,https://www.gsk.com/
http://www.wikidata.org/entity/Q215657,KTM,http://www.ktm.com/,http://www.ktm.com/
http://www.wikidata.org/entity/Q217338,Casio,http://casio.jp/,http://casio.jp/
http://www.wikidata.org/entity/Q217338,Casio,http://world.casio.com/,http://world.casio.com/
http://www.wikidata.org/entity/Q218139,Zodiac Aerospace,http://www.zodiacaerospace.com,http://www.zodiacaerospace.com
http://www.wikidata.org/entity/Q218746,Zollner,http://www.zollner.de,http://www.zollner.de
http://www.wikidata.org/entity/Q219635,BlackRock,https://www.blackrock.com,https://www.blackrock.com
http://www.wikidata.org/entity/Q220327,Zooplus AG,https://www.zooplus.de/,https://www.zooplus.de/
http://www.wikidata.org/entity/Q229501,3S Industries,http://www.meyerburger.ch/,http://www.meyerburger.ch/
http://www.wikidata.org/entity/Q229505,3U Holding,http://www.3u.net/,http://www.3u.net/
http://www.wikidata.org/entity/Q238181,4SC,http://www.4sc.com/,http://www.4sc.com/
http://www.wikidata.org/entity/Q247358,Appenzeller Bahnen (2006),http://www.appenzellerbahnen.ch,http://www.appenzellerbahnen.ch
http://www.wikidata.org/entity/Q247358,Appenzeller Bahnen (2006),http://www.appenzellerbahnen.ch/contento/,http://www.appenzellerbahnen.ch/contento/
http://www.wikidata.org/entity/Q247916,Züblin Immobilien Holding,http://www.zueblin.ch/,http://www.zueblin.ch/
http://www.wikidata.org/entity/Q259011,Motorola,http://www.motorola.com,http://www.motorola.com
http://www.wikidata.org/entity/Q278410,A.S. Création,http://www.as-creation.de,http://www.as-creation.de
http://www.wikidata.org/entity/Q287820,Sanitas,http://sanitas.lt/About-Sanitas-862.html,http://sanitas.lt/About-Sanitas-862.html
http://www.wikidata.org/entity/Q289728,Luhanskteplovoz,http://www.luganskteplovoz.com,http://www.luganskteplovoz.com
http://www.wikidata.org/entity/Q291390,AEG Power Solutions,http://www.aegps.com/,http://www.aegps.com/
http://www.wikidata.org/entity/Q291990,Q291990,http://www.afg.ch/,http://www.afg.ch/
http://www.wikidata.org/entity/Q292291,AGEN Holding,http://www.gsmn.ch/de/index.php,http://www.gsmn.ch/de/index.php
http://www.wikidata.org/entity/Q294508,ALROSA,http://www.alrosa.ru/,http://www.alrosa.ru/
http://www.wikidata.org/entity/Q296134,Q296134,http://www.apgsga.ch/holding/,http://www.apgsga.ch/holding/
http://www.wikidata.org/entity/Q296372,aQuantive,http://www.aquantive.com/,http://www.aquantive.com/
http://www.wikidata.org/entity/Q296455,ARBOmedia,http://www.arbomedia.ro,http://www.arbomedia.ro
http://www.wikidata.org/entity/Q298758,ATB AG,http://www.atb-motors.com/,http://www.atb-motors.com/
http://www.wikidata.org/entity/Q303580,D-Link,http://www.dlink.com,http://www.dlink.com
http://www.wikidata.org/entity/Q304962,Mitsubishi Estate,http://www.mec.co.jp/,http://www.mec.co.jp/
http://www.wikidata.org/entity/Q317402,Berliner Kindl,http://www.berliner-kindl.de/,http://www.berliner-kindl.de/
http://www.wikidata.org/entity/Q320364,Gelsenwasser,http://www.gelsenwasser.de/,http://www.gelsenwasser.de/
http://www.wikidata.org/entity/Q322153,Meritor,http://www.meritor.com,http://www.meritor.com
http://www.wikidata.org/entity/Q322601,Seiko,http://www.seiko.co.jp/,http://www.seiko.co.jp/
http://www.wikidata.org/entity/Q322601,Seiko,https://www.seiko.co.jp/en/index.html,https://www.seiko.co.jp/en/index.html
http://www.wikidata.org/entity/Q327429,Wärtsilä,http://www.wartsila.com,http://www.wartsila.com
http://www.wikidata.org/entity/Q327751,Kraft Foods,http://www.kraftfoodsgroup.com/,http://www.kraftfoodsgroup.com/
http://www.wikidata.org/entity/Q328249,Envitec Biogas,http://www.envitec-biogas.de/,http://www.envitec-biogas.de/
http://www.wikidata.org/entity/Q333498,Bombardier,https://www.bombardier.com/,https://www.bombardier.com/
http://www.wikidata.org/entity/Q338825,Accenture,http://www.accenture.com,http://www.accenture.com
http://www.wikidata.org/entity/Q341455,Q341455,http://www.acino-pharma.com/,http://www.acino-pharma.com/
http://www.wikidata.org/entity/Q343687,Q343687,http://www.infas-holding.de/,http://www.infas-holding.de/
http://www.wikidata.org/entity/Q352876,Addex Therapeutics,http://www.addexpharma.com/,http://www.addexpharma.com/
http://www.wikidata.org/entity/Q357366,Adinotec,http://www.adinotec.com/,http://www.adinotec.com/
http://www.wikidata.org/entity/Q372967,Nissan Shatai,http://www.nissan-shatai.co.jp/,http://www.nissan-shatai.co.jp/
http://www.wikidata.org/entity/Q379087,Adval Tech Holding,http://www.advaltech.com/,http://www.advaltech.com/
http://www.wikidata.org/entity/Q383981,African Bank Investments,http://www.africanbank.co.za,http://www.africanbank.co.za
http://www.wikidata.org/entity/Q386414,PhosAgro,http://www.phosagro.com/,http://www.phosagro.com/
http://www.wikidata.org/entity/Q390107,Burberry,http://www.burberry.com,http://www.burberry.com
http://www.wikidata.org/entity/Q393784,Žemaitijos pienas,http://www.ciamarket.lt,http://www.ciamarket.lt
http://www.wikidata.org/entity/Q397649,agta record,http://www.agta-record.com/,http://www.agta-record.com/
http://www.wikidata.org/entity/Q400472,Adolf Ahlers AG,http://www.ahlers-ag.com/,http://www.ahlers-ag.com/
http://www.wikidata.org/entity/Q408672,Airesis,http://www.airesis.com/,http://www.airesis.com/
http://www.wikidata.org/entity/Q422034,Aktienbrauerei Kaufbeuren,http://www.aktienbrauerei.de,http://www.aktienbrauerei.de
http://www.wikidata.org/entity/Q432803,Alstria office REIT,http://www.alstria.de,http://www.alstria.de
http://www.wikidata.org/entity/Q445007,Altria,http://www.altria.com,http://www.altria.com
http://www.wikidata.org/entity/Q447409,CargoLifter,http://cargolifter.de,http://cargolifter.de
http://www.wikidata.org/entity/Q447826,Q447826,http://www.alunna.de/herzlich-willkommen-aluminiumwerk-unna-ag.html,http://www.alunna.de/herzlich-willkommen-aluminiumwerk-unna-ag.html
http://www.wikidata.org/entity/Q451851,Amadeus FiRe AG,http://www.amadeus-fire.de/,http://www.amadeus-fire.de/
http://www.wikidata.org/entity/Q464629,J. Safra Sarasin,http://www.jsafrasarasin.ch,http://www.jsafrasarasin.ch
http://www.wikidata.org/entity/Q470317,Ametek,http://www.ametek.com/,http://www.ametek.com/
http://www.wikidata.org/entity/Q1587275,Paul Hartmann AG,https://www.hartmann.info/,https://www.hartmann.info/
http://www.wikidata.org/entity/Q1589451,Mitsubishi Gas Chemical Company,http://www.mgc.co.jp/,http://www.mgc.co.jp/
http://www.wikidata.org/entity/Q1591628,Q1591628,http://www.hawesko-holding.com,http://www.hawesko-holding.com
http://www.wikidata.org/entity/Q1594818,Q1594818,http://www.heiler.de,http://www.heiler.de
http://www.wikidata.org/entity/Q1596327,Sinosol,http://www.sinosol.de,http://www.sinosol.de
http://www.wikidata.org/entity/Q1596425,Uzin Utz,http://www.uzin-utz.com/,http://www.uzin-utz.com/
http://www.wikidata.org/entity/Q1601457,Positivo Tecnologia,http://www.positivotecnologia.com.br/,http://www.positivotecnologia.com.br/
http://www.wikidata.org/entity/Q1602052,Q1602052,http://www.esalmaty.kz,http://www.esalmaty.kz
http://www.wikidata.org/entity/Q1603860,Pironet NDH,http://www.pironet-ndh.com/,http://www.pironet-ndh.com/
http://www.wikidata.org/entity/Q1605431,Q1605431,http://www.henniez.ch/,http://www.henniez.ch/
http://www.wikidata.org/entity/Q1605453,Korres,http://www.korres.com,http://www.korres.com
http://www.wikidata.org/entity/Q1607126,Q1607126,http://www.paris-re.com/,http://www.paris-re.com/
http://www.wikidata.org/entity/Q1617645,Hiestand,http://www.hiestand.ch,http://www.hiestand.ch
http://www.wikidata.org/entity/Q1617972,Q1617972,http://www.highlight-communications.ch/,http://www.highlight-communications.ch/
http://www.wikidata.org/entity/Q1621730,Q1621730,http://www.hochdorf.com/,http://www.hochdorf.com/
http://www.wikidata.org/entity/Q1625831,Q1625831,http://www.homag-group.com/,http://www.homag-group.com/
http://www.wikidata.org/entity/Q1630867,Kronprinz GmbH,http://www.kronprinz.de/,http://www.kronprinz.de/
http://www.wikidata.org/entity/Q1633003,Huber+Suhner,http://www.hubersuhner.com/,http://www.hubersuhner.com/
http://www.wikidata.org/entity/Q1633703,Hubwoo,http://hubwoo.com,http://hubwoo.com
http://www.wikidata.org/entity/Q1636545,Reach plc,https://www.reachplc.com/,https://www.reachplc.com/
http://www.wikidata.org/entity/Q1636958,Xiaomi,https://www.mi.com/global/,https://www.mi.com/global/
http://www.wikidata.org/entity/Q1641403,Hypoport,http://www.hypoport.de,http://www.hypoport.de
http://www.wikidata.org/entity/Q1641437,Ralph Lauren Corporation,http://www.ralphlauren.com/,http://www.ralphlauren.com/
http://www.wikidata.org/entity/Q1641453,Q1641453,http://www.hbl.ch/,http://www.hbl.ch/
http://www.wikidata.org/entity/Q1642605,Rusal,http://www.rusal.com,http://www.rusal.com
http://www.wikidata.org/entity/Q1643476,Hoeft & Wessel AG,http://www.hoeft-wessel.com/,http://www.hoeft-wessel.com/
http://www.wikidata.org/entity/Q1645745,Mvelaphanda Group,http://www.mvelagroup.co.za/,http://www.mvelagroup.co.za/
http://www.wikidata.org/entity/Q1649749,OceanaGold,http://www.oceanagold.com/,http://www.oceanagold.com/
http://www.wikidata.org/entity/Q1649779,PNE Wind,http://www.pnewind.com/en.html,http://www.pnewind.com/en.html
http://www.wikidata.org/entity/Q1650369,Q1650369,http://www.quirinbank.de,http://www.quirinbank.de
http://www.wikidata.org/entity/Q1651760,Kässbohrer Geländefahrzeug,http://www.pistenbully.com,http://www.pistenbully.com
http://www.wikidata.org/entity/Q1653138,Q1653138,http://www.ibs-ag.de/,http://www.ibs-ag.de/
http://www.wikidata.org/entity/Q1653968,IKB International,http://www.ikb-international.de/,http://www.ikb-international.de/
http://www.wikidata.org/entity/Q1654187,INIT GmbH,https://www.initse.com/ende/home.html,https://www.initse.com/ende/home.html
http://www.wikidata.org/entity/Q1654190,Q1654190,http://www.injex.de,http://www.injex.de
http://www.wikidata.org/entity/Q1654357,Q1654357,http://www.iqpower.com/,http://www.iqpower.com/
http://www.wikidata.org/entity/Q1658948,Q1658948,http://www.winterthurtechnology.com/,http://www.winterthurtechnology.com/
http://www.wikidata.org/entity/Q1660121,Immofinanz,http://www.immofinanz.com/,http://www.immofinanz.com/
http://www.wikidata.org/entity/Q1660124,Q1660124,http://www.immoeast.at/,http://www.immoeast.at/
http://www.wikidata.org/entity/Q1660583,Q1660583,http://www.invision.de,http://www.invision.de
http://www.wikidata.org/entity/Q1660907,Inapa,http://www.inapa.pt/en,http://www.inapa.pt/en
http://www.wikidata.org/entity/Q1661422,Q1661422,https://www.mpc-capital.de/contell/cms/server/mpc-capital-de/index.html,https://www.mpc-capital.de/contell/cms/server/mpc-capital-de/index.html
http://www.wikidata.org/entity/Q1662991,Wintek,http://www.wintek.com.tw,http://www.wintek.com.tw
http://www.wikidata.org/entity/Q1663734,Q1663734,http://www.sanochemia.at,http://www.sanochemia.at
http://www.wikidata.org/entity/Q1664174,Q1664174,http://www.innovation.group,http://www.innovation.group
http://www.wikidata.org/entity/Q1665401,Q1665401,http://www.nttcomsecurity.com/de/,http://www.nttcomsecurity.com/de/
http://www.wikidata.org/entity/Q1665401,Q1665401,https://www.nttsecurity.com/en/,https://www.nttsecurity.com/en/
http://www.wikidata.org/entity/Q1665422,Q1665422,http://www.integrata.de/,http://www.integrata.de/
http://www.wikidata.org/entity/Q1669523,Q1669523,http://www.nanometrics.com,http://www.nanometrics.com
http://www.wikidata.org/entity/Q1671042,Komori,http://www.komori.com/,http://www.komori.com/
http://www.wikidata.org/entity/Q1671279,Interseroh,http://interseroh.com,http://interseroh.com
http://www.wikidata.org/entity/Q1671281,Q1671281,http://www.intershop.ch/,http://www.intershop.ch/
http://www.wikidata.org/entity/Q1671623,Intrum Justitia,http://www.intrum.com/,http://www.intrum.com/
http://www.wikidata.org/entity/Q1671651,Q1671651,http://www.invalda.lt/en,http://www.invalda.lt/en
http://www.wikidata.org/entity/Q1671741,Investec,https://www.investec.com/en_int/welcome-to-investec.html,https://www.investec.com/en_int/welcome-to-investec.html
http://www.wikidata.org/entity/Q1671804,Investor AB,http://www.investorab.com/,http://www.investorab.com/
http://www.wikidata.org/entity/Q1675242,Itelligence,http://www.itelligencegroup.com/,http://www.itelligencegroup.com/
http://www.wikidata.org/entity/Q1676532,Q1676532,http://www.mybet.com/,http://www.mybet.com/
http://www.wikidata.org/entity/Q1676701,SKY Perfect JSAT Group,http://www.skyperfectjsat.co.jp/,http://www.skyperfectjsat.co.jp/
http://www.wikidata.org/entity/Q1678152,Q1678152,http://www.jacquetmetalservice.com,http://www.jacquetmetalservice.com
http://www.wikidata.org/entity/Q1680518,Mobilezone,http://www.mobilezone.ch,http://www.mobilezone.ch
http://www.wikidata.org/entity/Q1685648,Sumitomo Metal Mining,http://www.smm.co.jp/,http://www.smm.co.jp/
http://www.wikidata.org/entity/Q1686155,Q1686155,http://www.swiss-fe.ch/,http://www.swiss-fe.ch/
http://www.wikidata.org/entity/Q1688023,Sumitomo Trust and Banking,http://www.sumitomotrust.co.jp,http://www.sumitomotrust.co.jp
http://www.wikidata.org/entity/Q1688522,Q1688522,http://www.jetter.de,http://www.jetter.de
http://www.wikidata.org/entity/Q1691821,Q1691821,http://www.allreal.ch/,http://www.allreal.ch/
http://www.wikidata.org/entity/Q1701390,Q1701390,http://www.lenzerheide.com/sites/content/bergbahnen.html,http://www.lenzerheide.com/sites/content/bergbahnen.html
http://www.wikidata.org/entity/Q1707372,Q1707372,http://www.jungfrau.ch/,http://www.jungfrau.ch/
http://www.wikidata.org/entity/Q1711120,PSP Swiss Property,http://www.psp.info/,http://www.psp.info/
http://www.wikidata.org/entity/Q1718513,KEMET Corporation,http://www.kemet.com,http://www.kemet.com
http://www.wikidata.org/entity/Q1719182,Q1719182,http://www.kvt-fastening.com/,http://www.kvt-fastening.com/
http://www.wikidata.org/entity/Q1719197,Q1719197,http://www.kwg-ag.de/,http://www.kwg-ag.de/
http://www.wikidata.org/entity/Q1720400,RIB Software AG,http://www.rib-software.com/,http://www.rib-software.com/
http://www.wikidata.org/entity/Q1721950,Q1721950,http://www.vetropack.com/,http://www.vetropack.com/
http://www.wikidata.org/entity/Q1723313,Q1723313,http://www.kampffmeyer.com/de,http://www.kampffmeyer.com/de
http://www.wikidata.org/entity/Q1724726,Q1724726,https://www.mag-ias.com,https://www.mag-ias.com
http://www.wikidata.org/entity/Q1729077,Kardex,http://www.kardex.com/,http://www.kardex.com/
http://www.wikidata.org/entity/Q1736581,Q1736581,http://www.allgemeine-gold.de/,http://www.allgemeine-gold.de/
http://www.wikidata.org/entity/Q1737636,Kcell,http://www.kcell.kz,http://www.kcell.kz
http://www.wikidata.org/entity/Q1739782,Kesko,https://www.kesko.fi/,https://www.kesko.fi/
http://www.wikidata.org/entity/Q1740742,List of Kia design and manufacturing facilities#Kia Motors Manufacturing Georgia,http://www.kmmgusa.com/,http://www.kmmgusa.com/
http://www.wikidata.org/entity/Q1742438,Kulmbacher Brewery,http://www.kulmbacher.de,http://www.kulmbacher.de
http://www.wikidata.org/entity/Q1744154,Starrag Group,http://www.starrag.com/,http://www.starrag.com/
http://www.wikidata.org/entity/Q1744648,Klassik Radio AG,http://www.klassikradioag.de,http://www.klassikradioag.de
http://www.wikidata.org/entity/Q1746467,Q1746467,http://www.newvalue.ch/,http://www.newvalue.ch/
http://www.wikidata.org/entity/Q1747083,Q1747083,http://www.vbh-holding.com/,http://www.vbh-holding.com/
http://www.wikidata.org/entity/Q1748122,Q1748122,http://www.thurella.ch/,http://www.thurella.ch/
http://www.wikidata.org/entity/Q1755924,Q1755924,http://www.schlattergroup.com/,http://www.schlattergroup.com/
http://www.wikidata.org/entity/Q1759678,Q1759678,http://www.tornos.com/de,http://www.tornos.com/de
http://www.wikidata.org/entity/Q1762087,Q1762087,http://www.youniq-group.de/,http://www.youniq-group.de/
http://www.wikidata.org/entity/Q1762782,Q1762782,http://www.smartunion.com.hk/,http://www.smartunion.com.hk/
http://www.wikidata.org/entity/Q1763316,Q1763316,http://www.sonosite.com/,http://www.sonosite.com/
http://www.wikidata.org/entity/Q1764875,Q1764875,http://www.myhammer-holding.de/,http://www.myhammer-holding.de/
http://www.wikidata.org/entity/Q1771597,Sporttotal,https://www.sporttotal.com/,https://www.sporttotal.com/
http://www.wikidata.org/entity/Q1774807,Q1774807,http://klocke.com,http://klocke.com
http://www.wikidata.org/entity/Q1777562,Q1777562,http://www.mobimo.ch/,http://www.mobimo.ch/
http://www.wikidata.org/entity/Q1779812,Bera Holding,http://www.kombassan.com.tr/,http://www.kombassan.com.tr/
http://www.wikidata.org/entity/Q1788862,Rompetrol,http://www.rompetrol.com/,http://www.rompetrol.com/
http://www.wikidata.org/entity/Q1792071,Nürnberger Versicherungsgruppe,http://www.nuernberger.de/,http://www.nuernberger.de/
http://www.wikidata.org/entity/Q1794840,Kverneland Group,http://www.kvernelandgroup.com,http://www.kvernelandgroup.com
http://www.wikidata.org/entity/Q22080004,Purplebricks,https://www.purplebricks.com/,https://www.purplebricks.com/
http://www.wikidata.org/entity/Q22080936,Pushpay,https://pushpay.com/,https://pushpay.com/
http://www.wikidata.org/entity/Q22081011,Watania,http://www.watania.ae/,http://www.watania.ae/
http://www.wikidata.org/entity/Q22098886,Q22098886,http://www.inovance.cn/,http://www.inovance.cn/
http://www.wikidata.org/entity/Q22100414,Q22100414,http://www.sanfar.com.tw,http://www.sanfar.com.tw
http://www.wikidata.org/entity/Q22100764,Q22100764,http://www.cns.net.tw/,http://www.cns.net.tw/
http://www.wikidata.org/entity/Q22101232,Q22101232,http://www.shec.com.tw/,http://www.shec.com.tw/
http://www.wikidata.org/entity/Q22121866,Exact Sciences,http://www.exactsciences.com/,http://www.exactsciences.com/
http://www.wikidata.org/entity/Q22121871,Scansource,http://www.scansource.com,http://www.scansource.com
http://www.wikidata.org/entity/Q22121875,Kraft Foods Inc,http://www.kraftfoodscompany.com/,http://www.kraftfoodscompany.com/
http://www.wikidata.org/entity/Q22569597,Swissport Tanzania,http://swissport.co.tz,http://swissport.co.tz
http://www.wikidata.org/entity/Q22679541,Halogen Software,http://www.halogensoftware.com/,http://www.halogensoftware.com/
http://www.wikidata.org/entity/Q22788712,LuxTram,http://www.luxtram.lu/,http://www.luxtram.lu/
http://www.wikidata.org/entity/Q22906119,KenolKobil,http://www.kenolkobil.com/,http://www.kenolkobil.com/
http://www.wikidata.org/entity/Q22906125,Kenya Reinsurance Corporation,https://www.kenyare.co.ke,https://www.kenyare.co.ke
http://www.wikidata.org/entity/Q22906139,Absolute Software Corporation,http://www.absolute.com/,http://www.absolute.com/
http://www.wikidata.org/entity/Q22906349,Amira Nature Foods,http://www.amira.net,http://www.amira.net
http://www.wikidata.org/entity/Q22906565,Auswide Bank,http://www.auswidebank.com.au,http://www.auswidebank.com.au
http://www.wikidata.org/entity/Q22906645,Magellan Midstream Partners,https://www.magellanlp.com/,https://www.magellanlp.com/
http://www.wikidata.org/entity/Q22907757,Dexus Property Group,http://www.dexus.com,http://www.dexus.com
http://www.wikidata.org/entity/Q22907993,PT Perusahaan Perkebunan London Sumatra Indonesia,https://www.londonsumatra.com/,https://www.londonsumatra.com/
http://www.wikidata.org/entity/Q22907993,PT Perusahaan Perkebunan London Sumatra Indonesia,http://www.londonsumatra.com,http://www.londonsumatra.com
http://www.wikidata.org/entity/Q22908349,RMB Holdings,http://www.rmbh.co.za/,http://www.rmbh.co.za/
http://www.wikidata.org/entity/Q22908820,Sirius Minerals plc,http://www.siriusminerals.com/,http://www.siriusminerals.com/
http://www.wikidata.org/entity/Q22909101,Stratec Biomedical Systems,http://www.stratec.com/,http://www.stratec.com/
http://www.wikidata.org/entity/Q22909318,The a2 Milk Company,https://thea2milkcompany.com,https://thea2milkcompany.com
http://www.wikidata.org/entity/Q22909601,Vaibhav Global,http://www.vaibhavglobal.com,http://www.vaibhavglobal.com
http://www.wikidata.org/entity/Q22909732,Webster Limited,http://www.websterltd.com.au/,http://www.websterltd.com.au/
http://www.wikidata.org/entity/Q22948634,Oman Insurance Company,http://www.tameen.ae,http://www.tameen.ae
http://www.wikidata.org/entity/Q22948668,Ominvest,http://www.ominvest.net,http://www.ominvest.net
http://www.wikidata.org/entity/Q22948711,Alizz Islamic Bank,http://www.alizzislamic.com,http://www.alizzislamic.com
http://www.wikidata.org/entity/Q22986483,Šipad,http://www.sipad.ba/,http://www.sipad.ba/
http://www.wikidata.org/entity/Q23016518,Latitude 360,http://latitude360.com,http://latitude360.com
http://www.wikidata.org/entity/Q23020868,Salama,http://www.salama.ae/,http://www.salama.ae/
http://www.wikidata.org/entity/Q23022899,Zee Live,http://www.zeenews.india.com,http://www.zeenews.india.com
http://www.wikidata.org/entity/Q23023051,Shiels Jewellers,http://www.shiels.com.au/,http://www.shiels.com.au/
http://www.wikidata.org/entity/Q23038158,Dredging Corporation of India,http://dredge-india.com,http://dredge-india.com
http://www.wikidata.org/entity/Q23044824,DASAN Networks,http://www.dasannetworks.com/en,http://www.dasannetworks.com/en
http://www.wikidata.org/entity/Q23131313,Editas Medicine,https://www.editasmedicine.com/,https://www.editasmedicine.com/
http://www.wikidata.org/entity/Q23198401,Dr Lal PathLabs,https://www.lalpathlabs.com/,https://www.lalpathlabs.com/
http://www.wikidata.org/entity/Q23461896,Ren Ren Le,http://www.renrenle.cn/rrlcs/,http://www.renrenle.cn/rrlcs/
http://www.wikidata.org/entity/Q23680018,Wintrust Financial,http://www.wintrust.com,http://www.wintrust.com
http://www.wikidata.org/entity/Q23680081,PJT Partners,http://pjtpartners.com/,http://pjtpartners.com/
http://www.wikidata.org/entity/Q23680159,Mongolian Mining Corporation,http://www.mmc.mn/,http://www.mmc.mn/
http://www.wikidata.org/entity/Q23786068,Clovis Oncology,http://clovisoncology.com/,http://clovisoncology.com/
http://www.wikidata.org/entity/Q23808116,Cosmo Films,http://www.cosmofilms.com,http://www.cosmofilms.com
http://www.wikidata.org/entity/Q23808244,Dhaka Power Distribution Company,https://dpdc.org.bd,https://dpdc.org.bd
http://www.wikidata.org/entity/Q23808257,MYMO Wireless,https://www.mymowireless.com,https://www.mymowireless.com
http://www.wikidata.org/entity/Q24191338,Algerian Tractors Company,http://www.etrag.dz/?p=105,http://www.etrag.dz/?p=105
http://www.wikidata.org/entity/Q24204582,OnDeck Capital,https://www.ondeck.com,https://www.ondeck.com
http://www.wikidata.org/entity/Q24233990,OUTsurance Holdings,http://www.outsurance.co.za/,http://www.outsurance.co.za/
http://www.wikidata.org/entity/Q24233996,Foschini Group,https://www.tfg.co.za/home,https://www.tfg.co.za/home
http://www.wikidata.org/entity/Q24233998,Truworths,https://www.truworths.co.za/,https://www.truworths.co.za/
http://www.wikidata.org/entity/Q24236479,BOC Kenya Limited,http://www.boc.co.ke/en/,http://www.boc.co.ke/en/
http://www.wikidata.org/entity/Q24260830,Daseke Inc.,http://www.daseke.com/,http://www.daseke.com/
http://www.wikidata.org/entity/Q24342956,NNG Software Developing and Commercial Llc.,http://www.nng.com/,http://www.nng.com/
http://www.wikidata.org/entity/Q24525746,BCE Inc.,http://www.bce.ca/,http://www.bce.ca/
http://www.wikidata.org/entity/Q24733432,Grupo MásMóvil,https://www.grupomasmovil.com/,https://www.grupomasmovil.com/
http://www.wikidata.org/entity/Q24734663,Prince Sultan Advanced Technology Research Institute,http://psatri.org.sa/index.php,http://psatri.org.sa/index.php
http://www.wikidata.org/entity/Q24810128,Banc de Sang i Teixits,http://www.bancsang.net,http://www.bancsang.net
http://www.wikidata.org/entity/Q24833732,Q24833732,http://www.cccc-group.com/,http://www.cccc-group.com/
http://www.wikidata.org/entity/Q24833916,"Dandong Xintai Electric Co., Ltd",http://www.xintaidianqi.com/,http://www.xintaidianqi.com/
http://www.wikidata.org/entity/Q24834296,China Telecom,http://www.chinatelecom-h.com,http://www.chinatelecom-h.com
http://www.wikidata.org/entity/Q24836030,Q24836030,http://www.u-media.com.tw,http://www.u-media.com.tw
http://www.wikidata.org/entity/Q24836166,Q24836166,http://www.honggao.com.cn/,http://www.honggao.com.cn/
http://www.wikidata.org/entity/Q24836170,Xiuqiang,http://www.jsxq.com/,http://www.jsxq.com/
http://www.wikidata.org/entity/Q24836346,R&T,http://www.rtplumbing.com/,http://www.rtplumbing.com/
http://www.wikidata.org/entity/Q24837843,"Baofeng Group Co., Ltd.",http://jobs.baofeng.ourats.com/,http://jobs.baofeng.ourats.com/
http://www.wikidata.org/entity/Q24838676,Jiangsu Hengrui Medicine,http://www.hrs.com.cn/,http://www.hrs.com.cn/
http://www.wikidata.org/entity/Q24840986,Q24840986,http://www.npc.com.tw/,http://www.npc.com.tw/
http://www.wikidata.org/entity/Q24882819,Shangri-La Beer,http://www.shangri-la-beer.com/en/,http://www.shangri-la-beer.com/en/
http://www.wikidata.org/entity/Q24884088,Gresham Technologies plc,http://greshamtech.com,http://greshamtech.com
http://www.wikidata.org/entity/Q24886215,"China Media Group Co., Ltd.",http://www.000793.com/,http://www.000793.com/
http://www.wikidata.org/entity/Q24887432,Thangamayil Jewellery,https://www.thangamayil.com/,https://www.thangamayil.com/
http://www.wikidata.org/entity/Q24908086,WP Glimcher,http://washingtonprime.com//,http://washingtonprime.com//
http://www.wikidata.org/entity/Q24910807,Europactor Algeria,http://www.enmtp.com/europactor-algerie-3/,http://www.enmtp.com/europactor-algerie-3/
http://www.wikidata.org/entity/Q24910880,Somatel Liebherr,http://www.enmtp.com/somatel-liebherr-2/,http://www.enmtp.com/somatel-liebherr-2/
http://www.wikidata.org/entity/Q24913459,Quess Corp,http://quesscorp.com,http://quesscorp.com
http://www.wikidata.org/entity/Q24914507,Etrag,http://www.etrag.dz/,http://www.etrag.dz/
http://www.wikidata.org/entity/Q24914616,Sofare,http://www.enmtp.com/sofare-2/,http://www.enmtp.com/sofare-2/
http://www.wikidata.org/entity/Q24930442,Allsec Technologies,http://www.allsectech.com,http://www.allsectech.com
http://www.wikidata.org/entity/Q1796471,Q1796471,http://www.waltermeier.com/,http://www.waltermeier.com/
http://www.wikidata.org/entity/Q1797038,Q1797038,http://www.sfc.com/,http://www.sfc.com/
http://www.wikidata.org/entity/Q1797717,L-Bank,https://www.l-bank.de/,https://www.l-bank.de/
http://www.wikidata.org/entity/Q1798076,LG Hausys,http://www.lghausys.com/,http://www.lghausys.com/
http://www.wikidata.org/entity/Q1798272,Q1798272,http://www.lo-holding.ch/,http://www.lo-holding.ch/
http://www.wikidata.org/entity/Q1798370,CGI Group,http://www.cgi.com/,http://www.cgi.com/
http://www.wikidata.org/entity/Q1802165,LEG Immobilien,http://www.leg-nrw.de/,http://www.leg-nrw.de/
http://www.wikidata.org/entity/Q1802165,LEG Immobilien,https://www.leg-wohnen.de/,https://www.leg-wohnen.de/
http://www.wikidata.org/entity/Q1804842,Q1804842,http://www.ls-d.de/,http://www.ls-d.de/
http://www.wikidata.org/entity/Q1806059,Q1806059,http://www.safholland.com/,http://www.safholland.com/
http://www.wikidata.org/entity/Q1807264,The People's Insurance Company (Group) of China Limited,http://www.picc.com,http://www.picc.com
http://www.wikidata.org/entity/Q1814247,Sumitomo Electric Industries,https://sei.co.jp/,https://sei.co.jp/
http://www.wikidata.org/entity/Q1815001,Leifheit,http://www.leifheit-group.com/,http://www.leifheit-group.com/
http://www.wikidata.org/entity/Q1815011,Pacific Gas and Electric Company,https://www.pge.com/,https://www.pge.com/
http://www.wikidata.org/entity/Q1824422,Q1824422,http://www.lifewatch.com/,http://www.lifewatch.com/
